run_id,filename,test,random_seed,traffic_pattern,workload,cache_policy,compiler_opt,clock_mhz,noc_virtual_channels,throughput_mb_s,average_latency_ns,execution_time_s,temperature_c,functional_coverage_pct,Outcome,Failure_Type,failure_signature,outcome_source,outcome_confidence,parse_conflict,is_truncated,config_id,extra_fields,cpu_mode,l2_cache_kb,dma_channels,axi_data_width,axi_burst_len,outstanding_txns,snoop_enable,ecc_enable,prefetch_enable,iommu_enable,voltage_mv,packet_size_bytes,irq_rate_khz
RUN_001457,RUN_001457.log,cpu_exception_random,213448,random,throughput_sensitive,write_through,O3,1000,8,604.17,128.44,10.274,75,85.09,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0292,"{""code_coverage_pct"": [87.33], ""error_code"": [""SVA-701""], ""event"": [""QUEUE_DEPTH_HIGH""], ""memory_latency_ns"": [100], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [17976]}",performance,256,2,32,16,64,1,1,0,1,750,512,100
RUN_001458,RUN_001458.log,cpu_exception_random,221367,random,throughput_sensitive,write_through,O3,1000,8,645.13,131.17,11.394,75,90.0,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0292,"{""code_coverage_pct"": [85.25], ""error_code"": [""SVA-701""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [100], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [21835]}",performance,256,2,32,16,64,1,1,0,1,750,512,100
RUN_001459,RUN_001459.log,cpu_exception_random,229286,random,throughput_sensitive,write_through,O3,1000,8,554.82,128.93,11.121,75,87.04,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0292,"{""code_coverage_pct"": [85.3], ""error_code"": [""SVA-701""], ""event"": [""CREDIT_RETURN_DELAY""], ""memory_latency_ns"": [100], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [6639]}",performance,256,2,32,16,64,1,1,0,1,750,512,100
RUN_001460,RUN_001460.log,cpu_exception_random,237205,random,throughput_sensitive,write_through,O3,1000,8,501.17,123.21,9.149,75,87.7,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0292,"{""code_coverage_pct"": [81.56], ""error_code"": [""SVA-701""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [100], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [14155]}",performance,256,2,32,16,64,1,1,0,1,750,512,100
RUN_001461,RUN_001461.log,cache_snoop_stress,205548,mixed,latency_sensitive,write_back,O3,800,2,604.38,143.64,6.73,105,96.22,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0293,"{""code_coverage_pct"": [91.52], ""memory_latency_ns"": [130], ""soc_block"": [""L2_CACHE""], ""transaction_count"": [21796]}",performance,1024,4,128,32,8,1,0,1,1,800,128,100
RUN_001462,RUN_001462.log,cache_snoop_stress,213467,mixed,latency_sensitive,write_back,O3,800,2,519.48,149.52,6.8,105,94.27,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0293,"{""code_coverage_pct"": [92.18], ""memory_latency_ns"": [130], ""soc_block"": [""L2_CACHE""], ""transaction_count"": [7566]}",performance,1024,4,128,32,8,1,0,1,1,800,128,100
RUN_001463,RUN_001463.log,cache_snoop_stress,221386,mixed,latency_sensitive,write_back,O3,800,2,687.16,158.21,7.618,105,96.6,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0293,"{""code_coverage_pct"": [88.3], ""memory_latency_ns"": [130], ""soc_block"": [""L2_CACHE""], ""transaction_count"": [15995]}",performance,1024,4,128,32,8,1,0,1,1,800,128,100
RUN_001464,RUN_001464.log,cache_snoop_stress,229305,mixed,latency_sensitive,write_back,O3,800,2,684.01,146.92,6.275,105,96.29,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0293,"{""code_coverage_pct"": [91.03], ""memory_latency_ns"": [130], ""soc_block"": [""L2_CACHE""], ""transaction_count"": [20687]}",performance,1024,4,128,32,8,1,0,1,1,800,128,100
RUN_001465,RUN_001465.log,cache_snoop_stress,237224,mixed,latency_sensitive,write_back,O3,800,2,714.28,168.17,5.596,105,90.74,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0293,"{""code_coverage_pct"": [94.31], ""memory_latency_ns"": [130], ""soc_block"": [""L2_CACHE""], ""transaction_count"": [5301]}",performance,1024,4,128,32,8,1,0,1,1,800,128,100
RUN_001466,RUN_001466.log,power_transition_stress,205567,burst,medium,write_through,O2,1200,4,590.3,170.16,8.495,75,98.18,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0294,"{""code_coverage_pct"": [92.54], ""memory_latency_ns"": [130], ""soc_block"": [""POWER_CTRL""], ""transaction_count"": [12845]}",balanced,256,6,128,32,16,0,0,1,0,800,1024,100
RUN_001467,RUN_001467.log,power_transition_stress,213486,burst,medium,write_through,O2,1200,4,659.38,164.11,11.317,75,90.41,Fail,NOC_DEADLOCK,NOC_CREDIT_STARVATION,parsed_status_field,0.95,False,False,CFG_0294,"{""code_coverage_pct"": [86.61], ""error_code"": [""NOC-431""], ""event"": [""THERMAL_MARGIN_LOW""], ""memory_latency_ns"": [130], ""soc_block"": [""POWER_CTRL""], ""transaction_count"": [11887]}",balanced,256,6,128,32,16,0,0,1,0,800,1024,100
RUN_001468,RUN_001468.log,power_transition_stress,221405,burst,medium,write_through,O2,1200,4,561.18,157.55,9.49,75,88.1,Fail,NOC_DEADLOCK,NOC_CREDIT_STARVATION,parsed_status_field,0.95,False,False,CFG_0294,"{""code_coverage_pct"": [83.46], ""error_code"": [""NOC-431""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [130], ""soc_block"": [""POWER_CTRL""], ""transaction_count"": [16119]}",balanced,256,6,128,32,16,0,0,1,0,800,1024,100
RUN_001469,RUN_001469.log,power_transition_stress,229324,burst,medium,write_through,O2,1200,4,618.4,147.49,10.273,75,93.18,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0294,"{""code_coverage_pct"": [89.92], ""memory_latency_ns"": [130], ""soc_block"": [""POWER_CTRL""], ""transaction_count"": [7319]}",balanced,256,6,128,32,16,0,0,1,0,800,1024,100
RUN_001470,RUN_001470.log,power_transition_stress,237243,burst,medium,write_through,O2,1200,4,648.19,153.7,7.849,75,94.84,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0294,"{""code_coverage_pct"": [92.54], ""memory_latency_ns"": [130], ""soc_block"": [""POWER_CTRL""], ""transaction_count"": [14611]}",balanced,256,6,128,32,16,0,0,1,0,800,1024,100
RUN_001471,RUN_001471.log,cpu_exception_random,205586,uniform,medium,write_back,O2,800,8,718.22,157.2,8.634,50,96.63,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0295,"{""code_coverage_pct"": [92.05], ""memory_latency_ns"": [130], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [10367]}",balanced,256,2,64,64,4,1,0,1,0,850,128,200
RUN_001472,RUN_001472.log,cpu_exception_random,213505,uniform,medium,write_back,O2,800,8,620.28,153.96,8.238,50,93.09,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0295,"{""code_coverage_pct"": [88.24], ""memory_latency_ns"": [130], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [24641]}",balanced,256,2,64,64,4,1,0,1,0,850,128,200
RUN_001473,RUN_001473.log,cpu_exception_random,221424,uniform,medium,write_back,O2,800,8,419.47,143.86,7.3,50,95.19,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0295,"{""code_coverage_pct"": [90.56], ""memory_latency_ns"": [130], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [24679]}",balanced,256,2,64,64,4,1,0,1,0,850,128,200
RUN_001474,RUN_001474.log,cpu_exception_random,229343,uniform,medium,write_back,O2,800,8,761.46,146.49,6.346,50,96.63,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0295,"{""code_coverage_pct"": [89.84], ""memory_latency_ns"": [130], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [13665]}",balanced,256,2,64,64,4,1,0,1,0,850,128,200
RUN_001475,RUN_001475.log,cpu_exception_random,237262,uniform,medium,write_back,O2,800,8,750.58,163.63,8.497,50,94.56,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0295,"{""code_coverage_pct"": [88.96], ""memory_latency_ns"": [130], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [12298]}",balanced,256,2,64,64,4,1,0,1,0,850,128,200
RUN_001476,RUN_001476.log,gpu_memory_stress,205605,hotspot,medium,write_through,O3,1000,2,602.98,96.7,7.901,105,94.39,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0296,"{""code_coverage_pct"": [92.03], ""memory_latency_ns"": [70], ""soc_block"": [""GPU""], ""transaction_count"": [7891]}",power_save,256,12,256,16,32,0,1,1,1,750,128,150
RUN_001477,RUN_001477.log,gpu_memory_stress,213524,hotspot,medium,write_through,O3,1000,2,642.31,89.13,9.822,105,90.11,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0296,"{""code_coverage_pct"": [92.95], ""memory_latency_ns"": [70], ""soc_block"": [""GPU""], ""transaction_count"": [5959]}",power_save,256,12,256,16,32,0,1,1,1,750,128,150
RUN_001478,RUN_001478.log,gpu_memory_stress,221443,hotspot,medium,write_through,O3,1000,2,777.24,92.28,8.349,105,92.73,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0296,"{""code_coverage_pct"": [92.98], ""memory_latency_ns"": [70], ""soc_block"": [""GPU""], ""transaction_count"": [17283]}",power_save,256,12,256,16,32,0,1,1,1,750,128,150
RUN_001479,RUN_001479.log,gpu_memory_stress,229362,hotspot,medium,write_through,O3,1000,2,649.93,113.78,7.974,105,95.59,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0296,"{""code_coverage_pct"": [92.52], ""memory_latency_ns"": [70], ""soc_block"": [""GPU""], ""transaction_count"": [23549]}",power_save,256,12,256,16,32,0,1,1,1,750,128,150
RUN_001480,RUN_001480.log,gpu_memory_stress,237281,hotspot,medium,write_through,O3,1000,2,897.01,98.89,8.322,105,90.68,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0296,"{""code_coverage_pct"": [86.04], ""memory_latency_ns"": [70], ""soc_block"": [""GPU""], ""transaction_count"": [18239]}",power_save,256,12,256,16,32,0,1,1,1,750,128,150
RUN_001481,RUN_001481.log,gpu_memory_stress,205624,random,throughput_sensitive,write_back,O3,1200,4,696.54,163.92,8.764,90,92.66,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0297,"{""code_coverage_pct"": [93.43], ""memory_latency_ns"": [130], ""soc_block"": [""GPU""], ""transaction_count"": [18463]}",power_save,256,4,32,32,4,0,1,1,0,800,1024,100
RUN_001482,RUN_001482.log,gpu_memory_stress,213543,random,throughput_sensitive,write_back,O3,1200,4,623.11,167.28,12.313,90,90.52,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0297,"{""code_coverage_pct"": [85.78], ""error_code"": [""WD-102""], ""event"": [""QUEUE_DEPTH_HIGH""], ""memory_latency_ns"": [130], ""soc_block"": [""GPU""], ""transaction_count"": [13225]}",power_save,256,4,32,32,4,0,1,1,0,800,1024,100
RUN_001483,RUN_001483.log,gpu_memory_stress,221462,random,throughput_sensitive,write_back,O3,1200,4,618.12,146.26,9.381,90,90.03,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0297,"{""code_coverage_pct"": [87.59], ""error_code"": [""WD-102""], ""event"": [""CREDIT_RETURN_DELAY""], ""memory_latency_ns"": [130], ""soc_block"": [""GPU""], ""transaction_count"": [6122]}",power_save,256,4,32,32,4,0,1,1,0,800,1024,100
RUN_001484,RUN_001484.log,gpu_memory_stress,229381,random,throughput_sensitive,write_back,O3,1200,4,797.23,149.08,10.636,90,87.01,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0297,"{""code_coverage_pct"": [87.19], ""error_code"": [""WD-102""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [130], ""soc_block"": [""GPU""], ""transaction_count"": [13900]}",power_save,256,4,32,32,4,0,1,1,0,800,1024,100
RUN_001485,RUN_001485.log,gpu_memory_stress,237300,random,throughput_sensitive,write_back,O3,1200,4,721.9,164.67,11.68,90,89.04,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0297,"{""code_coverage_pct"": [86.79], ""error_code"": [""WD-102""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [130], ""soc_block"": [""GPU""], ""transaction_count"": [23334]}",power_save,256,4,32,32,4,0,1,1,0,800,1024,100
RUN_001486,RUN_001486.log,interrupt_fuzz,205643,mixed,medium,write_back,O3,1200,16,575.35,233.95,13.013,75,85.69,Fail,INTERRUPT_LOST,IRQ_QUEUE_OVERFLOW,parsed_status_field,0.95,False,False,CFG_0298,"{""code_coverage_pct"": [85.06], ""error_code"": [""IRQ-118""], ""event"": [""IRQ_BACKLOG_RISING""], ""memory_latency_ns"": [200], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [23436]}",power_save,256,8,32,32,8,1,0,0,1,850,64,150
RUN_001487,RUN_001487.log,interrupt_fuzz,213562,mixed,medium,write_back,O3,1200,16,719.85,237.33,10.414,75,87.26,Fail,INTERRUPT_LOST,IRQ_QUEUE_OVERFLOW,parsed_status_field,0.95,False,False,CFG_0298,"{""code_coverage_pct"": [88.57], ""error_code"": [""IRQ-118""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [200], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [16549]}",power_save,256,8,32,32,8,1,0,0,1,850,64,150
RUN_001488,RUN_001488.log,interrupt_fuzz,221481,mixed,medium,write_back,O3,1200,16,476.42,225.93,10.425,75,91.66,Fail,INTERRUPT_LOST,IRQ_QUEUE_OVERFLOW,parsed_status_field,0.95,False,False,CFG_0298,"{""code_coverage_pct"": [87.59], ""error_code"": [""IRQ-118""], ""event"": [""QUEUE_DEPTH_HIGH""], ""memory_latency_ns"": [200], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [9198]}",power_save,256,8,32,32,8,1,0,0,1,850,64,150
RUN_001489,RUN_001489.log,interrupt_fuzz,229400,mixed,medium,write_back,O3,1200,16,551.2,223.37,9.281,75,97.09,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0298,"{""code_coverage_pct"": [90.71], ""memory_latency_ns"": [200], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [8011]}",power_save,256,8,32,32,8,1,0,0,1,850,64,150
RUN_001490,RUN_001490.log,interrupt_fuzz,237319,mixed,medium,write_back,O3,1200,16,667.19,224.69,6.045,75,92.65,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0298,"{""code_coverage_pct"": [87.67], ""memory_latency_ns"": [200], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [21342]}",power_save,256,8,32,32,8,1,0,0,1,850,64,150
RUN_001491,RUN_001491.log,cpu_exception_random,205662,uniform,latency_sensitive,write_through,O2,1200,8,718.7,236.06,10.631,90,99.16,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0299,"{""code_coverage_pct"": [91.61], ""memory_latency_ns"": [200], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [9325]}",performance,1024,4,64,64,8,1,1,0,1,800,1024,10
RUN_001492,RUN_001492.log,cpu_exception_random,213581,uniform,latency_sensitive,write_through,O2,1200,8,767.67,221.67,7.851,90,97.59,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0299,"{""code_coverage_pct"": [88.86], ""memory_latency_ns"": [200], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [24009]}",performance,1024,4,64,64,8,1,1,0,1,800,1024,10
RUN_001493,RUN_001493.log,cpu_exception_random,221500,uniform,latency_sensitive,write_through,O2,1200,8,755.56,225.48,11.981,90,87.53,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0299,"{""code_coverage_pct"": [84.85], ""error_code"": [""WD-102""], ""event"": [""QUEUE_DEPTH_HIGH""], ""memory_latency_ns"": [200], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [19120]}",performance,1024,4,64,64,8,1,1,0,1,800,1024,10
RUN_001494,RUN_001494.log,cpu_exception_random,229419,uniform,latency_sensitive,write_through,O2,1200,8,579.99,218.04,6.38,90,92.59,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0299,"{""code_coverage_pct"": [87.21], ""memory_latency_ns"": [200], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [6034]}",performance,1024,4,64,64,8,1,1,0,1,800,1024,10
RUN_001495,RUN_001495.log,cpu_exception_random,237338,uniform,latency_sensitive,write_through,O2,1200,8,669.36,228.21,13.473,90,90.72,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0299,"{""code_coverage_pct"": [87.44], ""error_code"": [""WD-102""], ""event"": [""CREDIT_RETURN_DELAY""], ""memory_latency_ns"": [200], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [13798]}",performance,1024,4,64,64,8,1,1,0,1,800,1024,10
RUN_001496,RUN_001496.log,pcie_link_stress,205681,mixed,light,write_through,O2,600,2,568.46,116.07,8.087,50,94.14,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0300,"{""code_coverage_pct"": [88.6], ""memory_latency_ns"": [100], ""soc_block"": [""PCIE""], ""transaction_count"": [11359]}",performance,256,2,128,16,8,1,1,1,1,850,512,200
RUN_001497,RUN_001497.log,pcie_link_stress,213600,mixed,light,write_through,O2,600,2,657.36,138.43,8.72,50,96.1,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0300,"{""code_coverage_pct"": [91.32], ""memory_latency_ns"": [100], ""soc_block"": [""PCIE""], ""transaction_count"": [21453]}",performance,256,2,128,16,8,1,1,1,1,850,512,200
RUN_001498,RUN_001498.log,pcie_link_stress,221519,mixed,light,write_through,O2,600,2,563.65,122.64,10.587,50,90.37,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0300,"{""code_coverage_pct"": [91.05], ""memory_latency_ns"": [100], ""soc_block"": [""PCIE""], ""transaction_count"": [8036]}",performance,256,2,128,16,8,1,1,1,1,850,512,200
RUN_001499,RUN_001499.log,pcie_link_stress,229438,mixed,light,write_through,O2,600,2,738.62,122.26,6.822,50,93.27,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0300,"{""code_coverage_pct"": [90.75], ""memory_latency_ns"": [100], ""soc_block"": [""PCIE""], ""transaction_count"": [9877]}",performance,256,2,128,16,8,1,1,1,1,850,512,200
RUN_001500,RUN_001500.log,pcie_link_stress,237357,mixed,light,write_through,O2,600,2,766.34,123.93,6.141,50,95.69,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0300,"{""code_coverage_pct"": [96.13], ""memory_latency_ns"": [100], ""soc_block"": [""PCIE""], ""transaction_count"": [16952]}",performance,256,2,128,16,8,1,1,1,1,850,512,200
RUN_001501,RUN_001501.log,interrupt_fuzz,205700,mixed,medium,write_back,O3,1000,16,627.2,153.42,8.809,90,95.52,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0301,"{""code_coverage_pct"": [87.15], ""memory_latency_ns"": [160], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [13455]}",performance,256,12,256,4,4,1,0,1,1,750,128,200
RUN_001502,RUN_001502.log,interrupt_fuzz,213619,mixed,medium,write_back,O3,1000,16,682.55,190.64,8.519,90,88.76,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0301,"{""code_coverage_pct"": [91.51], ""memory_latency_ns"": [160], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [10556]}",performance,256,12,256,4,4,1,0,1,1,750,128,200
RUN_001503,RUN_001503.log,interrupt_fuzz,221538,mixed,medium,write_back,O3,1000,16,776.8,188.67,11.298,90,91.6,Fail,WATCHDOG_TIMEOUT,TIMING_MARGIN_COLLAPSE,parsed_status_field,0.95,False,False,CFG_0301,"{""code_coverage_pct"": [82.48], ""error_code"": [""WD-102""], ""event"": [""BURST_WINDOW_FULL""], ""memory_latency_ns"": [160], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [11228]}",performance,256,12,256,4,4,1,0,1,1,750,128,200
RUN_001504,RUN_001504.log,interrupt_fuzz,229457,mixed,medium,write_back,O3,1000,16,776.74,191.4,6.211,90,92.19,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0301,"{""code_coverage_pct"": [92.0], ""memory_latency_ns"": [160], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [12225]}",performance,256,12,256,4,4,1,0,1,1,750,128,200
RUN_001505,RUN_001505.log,interrupt_fuzz,237376,mixed,medium,write_back,O3,1000,16,578.94,179.02,9.655,90,92.85,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0301,"{""code_coverage_pct"": [90.2], ""memory_latency_ns"": [160], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [23160]}",performance,256,12,256,4,4,1,0,1,1,750,128,200
RUN_001506,RUN_001506.log,cpu_exception_random,205719,mixed,medium,write_through,O0,800,4,725.76,167.92,8.693,105,92.89,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0302,"{""code_coverage_pct"": [97.23], ""memory_latency_ns"": [160], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [21183]}",power_save,256,8,128,8,64,0,0,0,1,750,2048,200
RUN_001507,RUN_001507.log,cpu_exception_random,213638,mixed,medium,write_through,O0,800,4,736.63,175.74,8.475,105,92.24,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0302,"{""code_coverage_pct"": [88.83], ""memory_latency_ns"": [160], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [11742]}",power_save,256,8,128,8,64,0,0,0,1,750,2048,200
RUN_001508,RUN_001508.log,cpu_exception_random,221557,mixed,medium,write_through,O0,800,4,747.5,175.93,5.535,105,90.1,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0302,"{""code_coverage_pct"": [88.57], ""memory_latency_ns"": [160], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [16203]}",power_save,256,8,128,8,64,0,0,0,1,750,2048,200
RUN_001509,RUN_001509.log,cpu_exception_random,229476,mixed,medium,write_through,O0,800,4,609.49,183.3,7.469,105,92.01,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0302,"{""code_coverage_pct"": [94.13], ""memory_latency_ns"": [160], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [15353]}",power_save,256,8,128,8,64,0,0,0,1,750,2048,200
RUN_001510,RUN_001510.log,cpu_exception_random,237395,mixed,medium,write_through,O0,800,4,581.64,181.27,8.651,105,97.14,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0302,"{""code_coverage_pct"": [94.4], ""memory_latency_ns"": [160], ""soc_block"": [""CPU_SUBSYS""], ""transaction_count"": [9625]}",power_save,256,8,128,8,64,0,0,0,1,750,2048,200
RUN_001511,RUN_001511.log,memory_ecc_test,205738,uniform,heavy,write_through,O0,600,8,758.64,194.18,6.778,75,93.91,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0303,"{""code_coverage_pct"": [94.42], ""memory_latency_ns"": [160], ""soc_block"": [""MEMORY""], ""transaction_count"": [9815]}",power_save,256,2,32,16,32,0,1,1,1,750,64,100
RUN_001512,RUN_001512.log,memory_ecc_test,213657,uniform,heavy,write_through,O0,600,8,693.62,164.79,6.527,75,93.71,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0303,"{""code_coverage_pct"": [90.74], ""memory_latency_ns"": [160], ""soc_block"": [""MEMORY""], ""transaction_count"": [19678]}",power_save,256,2,32,16,32,0,1,1,1,750,64,100
RUN_001513,RUN_001513.log,memory_ecc_test,221576,uniform,heavy,write_through,O0,600,8,741.75,180.06,12.462,75,87.9,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0303,"{""code_coverage_pct"": [84.95], ""error_code"": [""SVA-701""], ""event"": [""IRQ_BACKLOG_RISING""], ""memory_latency_ns"": [160], ""soc_block"": [""MEMORY""], ""transaction_count"": [24857]}",power_save,256,2,32,16,32,0,1,1,1,750,64,100
RUN_001514,RUN_001514.log,memory_ecc_test,229495,uniform,heavy,write_through,O0,600,8,577.38,189.83,7.359,75,96.63,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0303,"{""code_coverage_pct"": [89.41], ""memory_latency_ns"": [160], ""soc_block"": [""MEMORY""], ""transaction_count"": [24754]}",power_save,256,2,32,16,32,0,1,1,1,750,64,100
RUN_001515,RUN_001515.log,memory_ecc_test,237414,uniform,heavy,write_through,O0,600,8,690.51,182.13,6.961,75,94.28,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0303,"{""code_coverage_pct"": [94.52], ""memory_latency_ns"": [160], ""soc_block"": [""MEMORY""], ""transaction_count"": [17740]}",power_save,256,2,32,16,32,0,1,1,1,750,64,100
RUN_001516,RUN_001516.log,interrupt_fuzz,205757,mixed,latency_sensitive,write_back,O0,800,4,668.63,94.75,7.554,90,98.76,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0304,"{""code_coverage_pct"": [89.66], ""memory_latency_ns"": [70], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [20155]}",performance,2048,6,256,4,8,0,0,1,1,800,256,150
RUN_001517,RUN_001517.log,interrupt_fuzz,213676,mixed,latency_sensitive,write_back,O0,800,4,771.11,109.19,6.649,90,94.93,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0304,"{""code_coverage_pct"": [89.18], ""memory_latency_ns"": [70], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [10051]}",performance,2048,6,256,4,8,0,0,1,1,800,256,150
RUN_001518,RUN_001518.log,interrupt_fuzz,221595,mixed,latency_sensitive,write_back,O0,800,4,675.45,90.57,8.161,90,92.24,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0304,"{""code_coverage_pct"": [95.92], ""memory_latency_ns"": [70], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [18100]}",performance,2048,6,256,4,8,0,0,1,1,800,256,150
RUN_001519,RUN_001519.log,interrupt_fuzz,229514,mixed,latency_sensitive,write_back,O0,800,4,633.22,92.43,11.423,90,87.1,Fail,ASSERTION_FAILURE,ASSERTION_SEQUENCE_MISMATCH,parsed_status_field,0.95,False,False,CFG_0304,"{""code_coverage_pct"": [82.53], ""error_code"": [""SVA-701""], ""event"": [""THERMAL_MARGIN_LOW""], ""memory_latency_ns"": [70], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [15028]}",performance,2048,6,256,4,8,0,0,1,1,800,256,150
RUN_001520,RUN_001520.log,interrupt_fuzz,237433,mixed,latency_sensitive,write_back,O0,800,4,755.15,90.65,7.316,90,96.21,Pass,NONE,,parsed_status_field,0.95,False,False,CFG_0304,"{""code_coverage_pct"": [91.84], ""memory_latency_ns"": [70], ""soc_block"": [""INTERRUPT_CTRL""], ""transaction_count"": [21176]}",performance,2048,6,256,4,8,0,0,1,1,800,256,150
